artist_name,spotify_link,mbid,country,method,track_used,tracks_tried,total_tracks_available,phase_used
The Black Dahlia Murder,https://open.spotify.com/artist/4xTDPgk4jHCF0qui3dH6BS,21f3573f-10cf-44b3-aeaa-26cccd8448b5,US,step16_fallback_none,What a Horrible Night to Have a Curse,1.0,10.0,1.0
The Chasm,https://open.spotify.com/artist/4BDYrNGjAAnEDmNYUsJ5eA,17503710-1193-49bd-8a92-5b356bda56ac,US,step16_fallback_none,From the Curse A Scourge,1.0,10.0,1.0
The Crown,https://open.spotify.com/artist/76AHlOU3rj6ffoOfVPigLt,19710493-0b3e-42de-bbff-eaf7b11b5c75,SE,step16_fallback_none,Death Explosion,1.0,10.0,1.0
The Duskfall,https://open.spotify.com/artist/6kHWyrEP6fus2LKJU5BNZg,0615113b-38c3-49d5-9e7d-cb3261ca1658,SE,step16_fallback_none,Shoot It In,1.0,10.0,1.0
The Everdawn,https://open.spotify.com/artist/3wx8DEnDI8dgN6uFLhj38U,c5f49ad9-77fd-4aa0-82d2-9c5f1274ecca,SE,step16_fallback_none,Burn (version 2012),1.0,10.0,1.0
The Halo Effect,https://open.spotify.com/artist/2qvK5iLLoDV5mJeAvh5uka,4e6e78c6-160f-4e2b-8b25-3227a4ec677f,SE,step16_fallback_none,Shadowminds,1.0,10.0,1.0
The Haunted,https://open.spotify.com/artist/2WLmgv66Uq4vt2i36vwkAq,4a60824c-be84-44c5-8632-c0c2b2ff145f,SE,step16_fallback_none,99,1.0,10.0,1.0
The HU,https://open.spotify.com/artist/0b2B3PwcYzQAhuJacmcYgc,8601a656-4830-457c-a3f1-f25b105d1629,MN,step16_fallback_none,Wolf Totem,1.0,10.0,1.0
The Moaning,https://open.spotify.com/artist/4jRe478ASTIvcGTW1amXxQ,239b712a-ad54-481a-8a19-62067aab395d,SE,step16_fallback_none,Blood From Stone,1.0,10.0,1.0
The Neologist,https://open.spotify.com/artist/1HNOLcppcgAEMoVIGh0Q6c,7561db9e-a58f-4df8-9db6-666b46ab3fd7,US,step16_fallback_none,The Holographic,1.0,10.0,1.0
The Sins Of Thy Beloved,https://open.spotify.com/artist/0eFg9cfr8pPciNtqP5s14S,ffb0c195-4aeb-4d33-8936-8aaf78e171ad,NO,step16_fallback_none,Until the Dark,1.0,10.0,1.0
The Spirit,https://open.spotify.com/artist/1KLoISkEyIEt9Q6xMB83Ah,b3a5a222-e009-4739-8af8-1dae418a1281,DE,step16_fallback_none,Cosmic Fear,1.0,10.0,1.0
The Wizar'd,https://open.spotify.com/artist/1OMJ2CnNZN9wUHtY6VTQ52,6d177a79-2a69-409d-8076-1e11a1f3602c,AU,step16_fallback_none,Evil in My Heart,1.0,7.0,1.0
Theatre Of Tragedy,https://open.spotify.com/artist/31eXqCx5cAlItdGdoHMEOu,1b6ce503-df5f-45d5-86cf-54740c30042f,NO,step16_fallback_none,Venus,1.0,10.0,1.0
Thenighttimeproject,https://open.spotify.com/artist/0aAdGksOiUpIlBw6PECFjg,66b5925f-d227-44b0-a44e-cb5bedfdf4b1,SE,step16_fallback_none,Pale Season,1.0,10.0,1.0
Thou Art Lord,https://open.spotify.com/artist/49PjmSSrlfoOHnZAwiyD7S,8807bcb5-447f-48ca-821c-a7fd920790de,GR,step16_fallback_none,Hades,1.0,10.0,1.0
Thulcandra,https://open.spotify.com/artist/3cJkyh6iM5N2AI07hNlu1j,0029abc7-163b-4ffb-a25b-0749126c9267,DE,step16_fallback_none,Funeral Pyre,1.0,10.0,1.0
Tiamat,https://open.spotify.com/artist/5SwHKKNKYToC1YzWVNWAIN,8930ec4e-51c7-4905-ac40-684459878085,SE,step16_fallback_none,Brighter Than the Sun,1.0,10.0,1.0
Tokyo Blade,https://open.spotify.com/artist/6F9tjDKhGtXlm9M4s30KD5,67336e44-a2ff-42ab-a472-2fded6b56d1b,GB,step16_fallback_none,If Heaven Is Hell,1.0,10.0,1.0
TOOL,https://open.spotify.com/artist/2yEwvVSSSUkcLeSTNyHKh8,66fc5bf8-daa4-4241-b378-9bc9077939d2,US,step16_fallback_none,Forty Six & 2,1.0,10.0,1.0
Torch,https://open.spotify.com/artist/2X2AzZetcYAFeTjcsHibyZ,b9c312cd-cb7b-499d-8b17-950806fe6f28,SE,step16_fallback_none,Collateral Damage,1.0,10.0,1.0
Torque,https://open.spotify.com/artist/2ArV3zoNO1WZMe278W8wwU,5b15c5cc-8f60-4528-ba1a-ea8342de6671,US,step16_fallback_none,H.L.S.,1.0,10.0,1.0
Totalselfhatred,https://open.spotify.com/artist/155cULXraV93ztC81ncvBz,f8265e00-afdc-45c4-88d2-60827dc2c888,FI,step16_fallback_none,Enlightment,1.0,10.0,1.0
Toxic Holocaust,https://open.spotify.com/artist/0WVXlaglIOtQueNbucPjZ0,b1c00b61-2673-458f-bba3-7470712a3b94,US,step16_fallback_none,Nuke The Cross,1.0,10.0,1.0
Toxik,https://open.spotify.com/artist/5v4Rmw4m3h9jJUeXd4hD2m,a646910b-3889-4092-b703-0e0ae36b426a,US,step16_fallback_none,Heart Attack,1.0,10.0,1.0
Tremonti,https://open.spotify.com/artist/44tQC1PjxXIpEgW0i8uN00,a06adf47-5d72-43ce-ad0b-d1e92707f133,US,step16_fallback_none,The Things I've Seen,1.0,10.0,1.0
Triumvir Foul,https://open.spotify.com/artist/4Qjvt5uzjF8TA4sNS58xe6,53ea40af-d08b-4c4b-94a1-5bea46144576,US,step16_fallback_none,Flesh Diocese,1.0,10.0,1.0
Trivium,https://open.spotify.com/artist/278ZYwGhdK6QTzE3MFePnP,1f5ff245-2837-4d4a-a609-e93e544478c3,US,step16_fallback_none,The Heart from Your Hate,1.0,10.0,1.0
Tryglav,https://open.spotify.com/artist/6Va71hx7PWi5TeBU4iPB0l,ca37eae7-458d-4b7a-a5ca-a537a016c113,NO,step16_fallback_none,The Evocation,1.0,10.0,1.0
Tsjuder,https://open.spotify.com/artist/0sD9rwKo3qPBs32gi97FNn,dbf23164-c702-46b9-a7e1-32acaabca310,NO,step16_fallback_none,Mouth of Madness,1.0,10.0,1.0
Twisted Tower Dire,https://open.spotify.com/artist/5gVcTeIqerQvuhLbmnUF10,24b684a3-94a3-438c-a1dc-345863171ef8,US,step16_fallback_none,To Be A Champion,1.0,10.0,1.0
Tygers Of Pan Tang,https://open.spotify.com/artist/1MZ8NERIuOS610KBhr6yna,fe179f28-3cab-4337-9575-c13f8d077b13,GB,step16_fallback_none,Only the Brave,1.0,10.0,1.0
Type O Negative,https://open.spotify.com/artist/0blJzvevdXrp21YeI2vbco,a63df8c3-28e4-41db-bac2-c6c6e8ff8f28,US,step16_fallback_none,I Don't Wanna Be Me,1.0,10.0,1.0
Time and the Hunter,https://open.spotify.com/artist/3IlIQjHQBDiKBO1sVeE7RD,92d54189-cf99-4717-9c51-5fd07c1b22d8,SE,step16_fallback_none,The Following Silence,1.0,10.0,1.0
Tyrant Goatgaldrakona,https://open.spotify.com/artist/2QpXvcvyeGDONmjGyuxfgD,849d13ff-bf65-4d76-8bf6-14b6117ffeea,HU,step16_fallback_none,The Mountains of Irkalla (From Life to Death),1.0,10.0,1.0
Tyson Yen,https://open.spotify.com/artist/1qYedLslaYmgquDtL0GxFO,2506c096-4b1b-4dd1-a571-89857c92be77,US,step16_fallback_none,The Only Thing I Know For Real - Maniac Agenda Mix,1.0,10.0,1.0
U.D.O.,https://open.spotify.com/artist/2aWjaq32aRQo58dw0w8NM6,3fef3bbc-53eb-46f8-8679-980d0c943c34,DE,step16_fallback_none,I Give as Good as I Get,1.0,10.0,1.0
Uada,https://open.spotify.com/artist/30R8X3xhfDbxAcfxSZ0UaQ,65332881-b3fa-45a9-ae8a-9fc921d42b6f,US,step16_fallback_none,The Purging Fire,1.0,10.0,1.0
Ulcerate,https://open.spotify.com/artist/3Bv5btxNbwbt79fcjw9DAg,bfe00ef8-f6f2-4810-999e-65e46b5970ab,NZ,step16_fallback_none,To Flow Through Ashen Hearts,1.0,10.0,1.0
Ulthima,https://open.spotify.com/artist/3tIWBANpJTpLSkSCo63OG5,0f650441-22a0-47fb-8f70-9d89f41956f5,FI,step16_fallback_none,Belegar,1.0,9.0,1.0
Ulver,https://open.spotify.com/artist/6bYFkBNvayh3nGqxcPp7Sv,7d209631-ccb8-4a87-8516-64abe4c22dba,NO,step16_fallback_none,They're Coming! The Birds!,1.0,10.0,1.0
Unanimated,https://open.spotify.com/artist/0Iqz5hpXXWilUsgcVi9QCI,7f33e393-1827-4c2b-9bbd-e69a67b3d45e,SE,step16_fallback_none,Life Demise,1.0,10.0,1.0
Uncanny,https://open.spotify.com/artist/4Pu2fUO5lCPgzYNGmusxGD,85ed8d1c-60d1-43c9-b905-1d730fbf07a3,SE,step16_fallback_none,Timeless,1.0,10.0,1.0
Undeath,https://open.spotify.com/artist/1vbr39xw4sKFUOiogA0DWN,a449014f-de9a-43fa-b271-786b0af10926,US,step16_fallback_none,Brandish The Blade,1.0,10.0,1.0
Undying,https://open.spotify.com/artist/09rAE6HYxR7UQFRXUSUdS1,97c60674-de02-42f1-ba05-af4972d2645c,US,step16_fallback_none,This Day All Gods Die,1.0,10.0,1.0
Unleash The Archers,https://open.spotify.com/artist/6irKXFXk2sPNmHtKqmrfuU,a7c18d09-2197-4bff-98f2-cd87923be240,CA,step16_fallback_none,Northwest Passage,1.0,10.0,1.0
Unleashed,https://open.spotify.com/artist/3MKwCexzAd8YTdsSjRkKbv,4dffdaf8-8fb8-4b3d-8088-427b1e9d1af3,SE,step16_fallback_none,Before the Creation of Time,1.0,10.0,1.0
Unto Others,https://open.spotify.com/artist/1W5khHrkcznsyChxwIBfAI,9bd237d8-5a7f-4206-b26d-d4a15c9e5651,US,step16_fallback_none,Butterfly,4.0,10.0,1.0
Upon Stone,https://open.spotify.com/artist/3gACjHwByUj3sUtHVqZBrf,f5d22589-72fc-476c-9f34-c7999ba1261a,US,step16_fallback_none,Fury My Master,1.0,10.0,1.0
Urgehal,https://open.spotify.com/artist/4rsH5QGFETyQgsmU17kbVS,ee6ccef6-e558-44b6-b059-dbbb5b913b24,NO,step16_fallback_none,Goatcraft Torment,1.0,10.0,1.0
V8,https://open.spotify.com/artist/2GOgGMMJooNV8Yk2PjvzAa,3efb0a5a-de06-4cc2-aae7-48f3a6eac040,AR,step16_fallback_none,Destrucción,1.0,10.0,1.0
Vader,https://open.spotify.com/artist/2s5DSt9VBNzAn2TbtDHzFZ,db859a53-b7ca-4892-bcda-5ef78d2c891f,PL,step16_fallback_none,Triumph of Death,1.0,10.0,1.0
Valtari,https://open.spotify.com/artist/2EEEbwWWWtDaYvAw84a7N2,211ea254-b985-40de-b53a-899b51a4cd82,AU,step16_fallback_none,Enshrined in Ice,1.0,10.0,1.0
Varathron,https://open.spotify.com/artist/3V9JzR4lFUlNvRgRuPO8x4,fe54b9df-01d8-4126-a2e9-df47dda9a18a,GR,step16_fallback_none,Unholy Funeral,1.0,10.0,1.0
Vektor,https://open.spotify.com/artist/09mNj9XgCqgg6usfeXOoBg,c5119d8a-ffee-48bc-99c3-f323bdf16d82,US,step16_fallback_none,Tetrastructural Minds,1.0,10.0,1.0
Vendetta,https://open.spotify.com/artist/489ttm2SfAK2AyMz8KzVcd,09a3db47-78ca-499f-a7c7-87fe4028167d,DE,step16_fallback_none,Never Die,1.0,10.0,1.0
Venom,https://open.spotify.com/artist/5fwaejlOHVBAw1KhIPPaQe,d2ad8774-9173-4970-8427-06b04df201c1,GB,step16_fallback_none,Black Metal,1.0,10.0,1.0
Vinterland,https://open.spotify.com/artist/1jkylBtoxX1k4uqdj3BsWE,47ff2b65-3a24-47c5-9639-b918d31e00db,SE,step16_fallback_none,A Castle so Crystal Clear - Remastered,1.0,9.0,1.0
Verjagen,https://open.spotify.com/artist/5P7Vj7ou5ljPkDm8mxq8dl,,FI,step16_fallback_none,,,,
Vio-Lence,https://open.spotify.com/artist/0cBWwOJCsZ9RQW9kBBw5df,cf2544d6-b4f2-405d-a525-08c1ec5034f1,US,step16_fallback_none,Eternal Nightmare,1.0,10.0,1.0
Violator,https://open.spotify.com/artist/0lFI9B2QSbFVqS6gAZzg1a,36f8acfd-01bf-4c3c-bfda-8e50b4c76fce,BR,step16_fallback_none,Ordered to Thrash,1.0,10.0,1.0
Virgin Steele,https://open.spotify.com/artist/4npN9NLDTitqe7UKQj5lxY,74b86100-7414-4b64-b386-a48270a9bb02,US,step16_fallback_none,The Burning of Rome (Cry for Pompeii),1.0,10.0,1.0
Vital Remains,https://open.spotify.com/artist/6bPweC1Ugh3y4m5emo7A36,39977a2d-659a-43e6-b2ad-0c33687624f7,US,step16_fallback_none,Dechristianize,1.0,10.0,1.0
Voices of Ruin,https://open.spotify.com/artist/2NsvuhddC8jATkPHrCN9le,ded138b0-d871-41a1-8e29-41d1d24809c1,US,step16_fallback_none,Carved Out,1.0,10.0,1.0
Voivod,https://open.spotify.com/artist/0lFiKrJUofJpnrAJnMsnQ3,66cb12f6-6502-486d-bf67-efd5bdaee6ac,CA,step16_fallback_none,Astronomy Domine,1.0,10.0,1.0
Volture,https://open.spotify.com/artist/4w7FzDdCr89wuwO0CVrJ9X,34b904c1-3203-46bd-9a1e-b162089188c8,US,step16_fallback_none,Ride the Nite,1.0,10.0,1.0
Vomitory,https://open.spotify.com/artist/67M6JBe7t7hZTDbrUsimqm,2c037568-e91d-47c7-86e1-495107d5252a,SE,step16_fallback_none,Regorge in the Morgue,1.0,10.0,1.0
Vrykolakas,https://open.spotify.com/artist/3Q9H59jfzmgXv3VURMxM1Z,f418247f-dde9-4784-a827-a20ad9572e79,SG,step16_fallback_none,Ascend in Violent Vortex,4.0,10.0,1.0
Warbell,https://open.spotify.com/artist/1bLCY4WF8uExExIt1O9w9s,e2b458de-7c3b-4902-a903-b74cf8b73bf7,PL,step16_fallback_none,Berserk,1.0,10.0,1.0
Warbringer,https://open.spotify.com/artist/4UKKKGkjNWx8KTUvea66k1,089708ec-2c4a-4159-a3da-2fbb8119736e,US,step16_fallback_none,Remain Violent,1.0,10.0,1.0
Warhead,https://open.spotify.com/artist/3us3D4mHo7X3CTnNOmbSU1,d88c32dc-b60a-44e2-a25e-6fffb18473ff,BE,step16_fallback_none,Kill the Witch,1.0,10.0,1.0
Warlock,https://open.spotify.com/artist/5XDeFQDarnwpR5WAfD6S0d,ccbee8fa-1ec4-4e2b-aa95-d6e5fb2ef6de,DE,step16_fallback_none,All We Are,1.0,10.0,1.0
Warlord,https://open.spotify.com/artist/7aZAQmn2FipHzfZ79dDvJa,d25324cb-ea2b-49f3-ab53-47890de2e645,US,step16_fallback_none,Child Of The Damned,1.0,10.0,1.0
Watain,https://open.spotify.com/artist/4OpHsZuhfJMU9PZ3zkyUQX,8c51b06d-b678-4bbf-aeac-7295dfb69d13,SE,step16_fallback_none,They Rode On,1.0,10.0,1.0
While She Sleeps,https://open.spotify.com/artist/38LdIuxB548zgHoEY2AN7a,24e58672-0956-4e3b-87a4-aaf3d52094aa,GB,step16_fallback_none,Silence Speaks,1.0,10.0,1.0
Whiplash,https://open.spotify.com/artist/1VZpDV00MljTrkukEHFKqZ,2dbf26b5-541a-49f9-9f45-833b9c06b1a9,US,step16_fallback_none,Power Thrashing Death,1.0,10.0,1.0
White Ward,https://open.spotify.com/artist/61D6KlxqzZEAWfD2CGc6Qp,2c560b38-d7a9-4b2a-9ee3-e183b9549248,UA,step16_fallback_none,Love Exchange Failure,1.0,10.0,1.0
Wind Rose,https://open.spotify.com/artist/67ps5pbKVO7V9Fcb4lTIXz,592b488d-dd42-4d9a-a343-d7ca4f69d0bb,IT,step16_fallback_none,Diggy Diggy Hole,1.0,10.0,1.0
Winterfylleth,https://open.spotify.com/artist/0cKyWvYnOGpPV2NpulEYf5,59c00a37-e7e7-4375-9324-61214a7bdba5,GB,step16_fallback_none,Ensigns Of Victory,1.0,10.0,1.0
Wintergate,https://open.spotify.com/artist/4WAmurT1GecX4e2iGIzsBv,c46a2ce6-5095-480b-b0c2-853171c5bb9b,IN,step16_fallback_none,A Wreath of Mist,1.0,3.0,1.0
Wintermoon,https://open.spotify.com/artist/6ShjFldQ28wwvC5hr4tw5E,0340db2e-1bbc-4f80-83ea-2d9c502b8bea,FI,step16_fallback_none,Nightwanderers,1.0,8.0,1.0
Wintersun,https://open.spotify.com/artist/6ui6SwChan7c1KYBQCqGKV,c054ea6b-c585-41eb-ae7e-4b0ca43308ff,FI,step16_fallback_none,Beyond the Dark Sun,1.0,10.0,1.0
Witchfinder General,https://open.spotify.com/artist/3tDg9XbUbQS0dbaSnFNvvk,89618a45-ff4a-4e5f-942e-3ef93c8c555c,GB,step16_fallback_none,Free Country,1.0,10.0,1.0
Whirlwind,https://open.spotify.com/artist/0CSouGAl8olQcxUSzwPaJ6,0cfaefda-f2ae-4315-bb5b-0966fb616437,SE,step16_fallback_none,THE CALL,1.0,10.0,1.0
Witchseeker,https://open.spotify.com/artist/79xxUllDTqG8bugjRRdmIe,13cdde59-203c-4d94-b33c-ccfd6c146033,SG,step16_fallback_none,Scene of the Wild,1.0,10.0,1.0
Withering Surface,https://open.spotify.com/artist/4FeAaBRk7wG0ZhuIPZST3c,d6cd0c3f-ec5c-42ca-8e3e-279027dbd7df,DK,step16_fallback_none,Where Dreamers Die,2.0,10.0,1.0
Wolfheart,https://open.spotify.com/artist/11EAP8MX0cfrW9lzkK424H,92e110a1-3ac2-48a3-ab5f-95ad7971d6de,FI,step16_fallback_none,Carnivore,1.0,10.0,1.0
Wolves In The Throne Room,https://open.spotify.com/artist/5lqyPWmAivV75tII5Vxpet,e9452446-7702-4853-96ce-5dfe6748d3fb,US,step16_fallback_none,Mountain Magick,1.0,10.0,1.0
Woods of Desolation,https://open.spotify.com/artist/3SzTaaNgwUukUhQZVKMKFK,bce02a44-cb7b-4c1c-9f53-6e3cf85f125d,AU,step16_fallback_none,Like Falling Leaves - Remastered,1.0,10.0,1.0
Woods Of Ypres,https://open.spotify.com/artist/24dCDrr94SNSAREMJhBHCs,7fdebde4-3cb7-4739-86f7-17f4b84eae25,CA,step16_fallback_none,Finality,1.0,10.0,1.0
Wormrot,https://open.spotify.com/artist/3vMnvW7u5207ATyxTQIxNz,143fd9a0-28a4-42fb-911e-e5c00baf06f9,SG,step16_fallback_none,Blockhead Fuck Off,1.0,10.0,1.0
X JAPAN,https://open.spotify.com/artist/4VrqQQy6X0hlMtqY5gp6Wx,3f77449d-48e4-4ceb-b869-69af48da877b,JP,step16_fallback_none,Rusty Nail,1.0,10.0,1.0
Xathrites,https://open.spotify.com/artist/550tq5nOp07dqHzSUm7Mco,84975973-42ca-4171-865d-72d529cd5295,EG,step16_fallback_none,Hope Is a Mental Illness,1.0,7.0,1.0
Xentrix,https://open.spotify.com/artist/5lYOBorQmZgCCPxJYCjSmO,2d8adbf2-ad64-4cab-81bc-e2ca4a567e28,GB,step16_fallback_none,Questions,1.0,10.0,1.0
Xoth,https://open.spotify.com/artist/4hhn2YFuYL3P91Zq6QrPLC,5f46eadd-038e-4a71-9bf8-1016336c49dc,US,step16_fallback_none,Reptilian Bloodsport,2.0,10.0,1.0
Yoth Iria,https://open.spotify.com/artist/3tcBc9lN5ncBG7KNTKB1o1,7eed23cd-bfcf-4034-8bb2-cba85bc7f539,GR,step16_fallback_none,The Great Hunter,1.0,10.0,1.0
Äera,https://open.spotify.com/artist/2GT3KfoCyPpJVCqu0Xpb9b,6bd9e67a-df95-4303-a9d6-08443cf3b9cb,DE,step16_fallback_none,Feuers Gabe,1.0,10.0,1.0
БАТЮШКА,https://open.spotify.com/artist/4JbGNRHZzUZLWOWMTIXRdw,11f0b31b-7f3e-40cd-acf9-46c97c5d3053,RU,step16_fallback_none,Песнь 1,1.0,8.0,1.0
गौतम बुद्ध,https://open.spotify.com/artist/1Tp7kkQGoUeb1gQWOUHMiN,19bc5f05-20bd-4cee-b07f-3ae4d032b9d6,IN,step16_fallback_none,पुण्य समाप्त हो जाने पर,1.0,8.0,1.0
庄司 英徳,https://open.spotify.com/artist/5HOu40y4JzaPi68Juxb7gF,08870383-0626-4127-8cc9-5632cfdd63b2,JP,step16_fallback_none,怨魔の契り,1.0,10.0,1.0
桐生一馬(黒田崇矢),https://open.spotify.com/artist/7C0PO4A4azl0xFMrE1EVDp,e03a0fc6-a91a-462e-afb6-7c91c428bfcc,JP,step16_fallback_none,BAKAMITAI - Taxi Driver Edition,1.0,10.0,1.0
真島吾朗(宇垣秀成),https://open.spotify.com/artist/2zVL188G4nA4K7JtwwkULn,ac8fb6a6-43f0-4cb4-a7bd-eb3d1ecb0341,JP,step16_fallback_none,24時間シンデレラ - Full Spec Edition,2.0,10.0,1.0
赤目(ファーストサマーウイカ),https://open.spotify.com/artist/2e4m0NkcJGhZJY1gflbjSZ,,JP,step16_fallback_none,,,,
